name,address,phone,lat,lon
Thai Express,"146 Boul. Sir-Wilfrid Laurier  Beloeil,  QC J3G 4G7",450 464 9745,45.5517191,-73.2158155
Thai Express,"2277 Riverside Drive East  Ottawa,  ON K1H 7X6",613 247 0583,45.3855413,-75.6774625
Thai Express,"1150-B rue Volta  Boucherville,  QC J4B 7A2",450 449 8088,45.5701002,-73.4485363
Thai Express,"3700 boulevard des Forges  Trois-Rivieres,  QC G8Y 4R2",819 374 0123,46.3538242,-72.5814362
Thai Express,"10734 Boul. Pie-IX  Montreal,  QC H1H 4A7",514 419 2771,45.5892718,-73.6363655
Thai Express,"450A boulevard Saint-Joseph  Gatineau,  QC J8Y 3Y7",819 205 1866,45.4450511,-75.7321498
Thai Express,"3339G boulevard des Sources  Dollard-des-Ormeaux,  QC H9B 1Z8",514 542 1060,45.4842569,-73.7955834
Thai Express,"1352 boulevard Moody  Terrebonne,  QC J6W 3K9",450 471 8424,45.7044328,-73.6507525
Thai Express,"8071 Boul Newman  LaSalle,  QC H8N 2N9",514-379-6788,45.4350100,-73.6276816
Thai Express,"1677 boul.St-Martin O  laval,  QC H7S 1N2",579-379-7175,45.5679260,-73.7283351
Thai Express,"1611 boulevard Talbot - local 116  Chicoutimi,  QC G7H 4C3",418 543 9090,48.399523,-71.0620449
Thai Express,"4900 Molly Banister Drive&#44; Unit 208  Red Deer,  AB T4R 1N9",587 272 3663,52.2433592,-113.8102136
Thai Express,"240 4th Avenue S.W.  Calgary,  AB T2P 4H4",403 263 3350,51.0499673,-114.0672171
Thai Express,"25 Peel Centre Drive #475  Brampton,  ON L6T 3R5",905 789 1888,43.7155387,-79.7220217
Thai Express,"1465 Richmond Road Britannia Plaza Unit #300  Ottawa,  ON K2B 6R9",613 596 5535,45.3631440,-75.7906260
Thai Express,"39 King Street Unit A14  Saint John,  NB E2L 4W3",506 638 7899,45.2733321,-66.0612638
Thai Express,"777 Guelph Line  Burlington,  ON L7R 3N2",905 637 5777,43.3485093,-79.7936002
Thai Express,"2016D Airport Road NE #1402AS  Calgary,  AB T2E 3B9",403 680 2999,51.1303233,-114.0098872
Thai Express,"2016T Airport Road NE #1701AN  Calgary,  AB T2E 3B9",404 680 2999,51.1303233,-114.0098872
Thai Express,"505 rue Vachon  Trois-Rivieres,  QC G8T 8P6",819 519 8424,46.3706896,-72.5548108
Thai Express,"2121 Carling Avenue Unit 721k  Ottawa,  ON K2A 1H2",613 680 1188,45.3727775,-75.7690305
Thai Express,"462 montee Masson  Mascouche,  QC J7K 2L5",450 966 0777,45.7329262,-73.6155967
Thai Express,"299 boulevard Sir-Wilfrid-Laurier  Saint-Lambert,  QC J4R 2G4",450 466 7888,45.4934643,-73.5017242
Thai Express,"7077 boulevard Newman  Lasalle,  QC H8N 1X1",514 368 8228,45.4473692,-73.6171694
Thai Express,"3050 boulevard de Portland  Sherbrooke,  QC J1L 1K1",819 563 1886,45.4040261,-71.9572713
Thai Express,"9 boulevard de la Seigneurie Est  Blainville,  QC J7C 4G6",450 951 8800,45.6674134,-73.868391
Thai Express,"900 boulevard Grignon  Saint-Jerome,  QC J7Y 3S7",450 504 4977,45.7940071,-74.0178793
Thai Express,"710 Montee Paiement  Gatineau,  QC J8R 4A3",819 893 6888,45.5030485,-75.6759614
Thai Express,"977 rue Sainte-Catherine Ouest  Montreal,  QC H3B 4W3",438-990-5397,45.50111,-73.5722427
Thai Express,"5962 boulevard Cousineau  Saint-Hubert,  QC J3Y 7R9",450 678 3122,45.4958044,-73.4094409
Thai Express,"945 Gardiners Road  Kingston,  ON K7M 7H4",613 389 6662,44.2563363,-76.5721710
Thai Express,"520 3rd Avenue S.W.  Calgary,  AB T2P 4L4",403 288 1154,51.050861,-114.0720599
Thai Express,"6464 Yonge Street  Willowdale,  ON M2M 3X4",416 223 4888,43.7955012,-79.4225197
Thai Express,"10153 King George Boulevard  Surrey,  BC V3T 2W1",604 581 1816,49.1865388,-122.8483444
Thai Express,"3510 8th Street East  Saskatoon,  SK S7H 0W6",306 242 8424,52.114284,-106.5945129
Thai Express,"705 rue Sainte-Catherine Ouest  Montreal,  QC H3B 4G5",514 845 8688,45.5023703,-73.5715387
Thai Express,"1153 Montee Des Pionners  Lachenaie,  QC J6V 0E1",450 657 7557,45.7279317,-73.5089090
Thai Express,"4225 boulevard des Forges  Trois-Rivieres,  QC G8Y 1W1",819 374 7636,46.3562107,-72.5891327
Thai Express,"3420 rue Jean-Yves  Kirkland,  QC H9J 2R6",514 426 3581,45.4418606,-73.8866600
Thai Express,"3035 boulevard le Carrefour  Laval,  QC H7T 1C7",450 682 8862,45.5702063,-73.7519628
Thai Express,"477 Paul St Unit F005G  Dieppe,  NB E1A 4X5",506 852-9394,46.0965132,-64.7612285
Thai Express,"6455 Macleod Trail S.W.  Calgary,  AB T2H 0K8",403 457 3888,50.9951926,-114.0742866
Thai Express,"1800 Sheppard Avenue E F008  Toronto,  ON M2J 5A7",647 352 3233,43.7779901,-79.3440914
Thai Express,"2960 Kingsway Drive #F010  Kitchener,  ON N2C 1X1",519 894 8828,43.4243864,-80.4385539
Thai Express,"6815 autoroute Trans-Canadienne  Pointe-Claire,  QC H9R 5J1",514 426 3773,45.4637411,-73.8311678
Thai Express,"7999 boulevard des Galeries  Montreal,  QC H1M 1W9",514 355 3667,45.6006624,-73.5644021
Thai Express,"999 Upper Wentworth Street  Hamilton,  ON L9A 4X5",905 575 1513,43.2177265,-79.861375
Thai Express,"3625 Shaganappi Trail N.W.  Calgary,  AB T3A 0E2",403 265 9553,51.084709,-114.154918
Thai Express,"5000 Highway 7 East #FC0209  Markham,  ON L3R 4M9",905 305 8806,43.8682046,-79.2883119
Thai Express,"701 West Georgia Street  Vancouver,  BC V7Y 1G5",604 682 8038,49.2843731,-123.1164403
Thai Express,"1485 Portage Avenue #FC11  Winnipeg,  MB R3G 0W4",204 415 3708,49.8824211,-97.1985850
Thai Express,"142 Boul. Des PromenadesPromenades&#44; # FC10  Saint-Bruno-de-Montarville,  QC J3V 5J5",450 461 3482,45.5049346,-73.3781819
Thai Express,"6551 Number 3 Road #FC1548A  Richmond,  BC V6Y 2B6",604 270 8323,49.1667900,-123.1383853
Thai Express,"50 Rideau Street  Ottawa,  ON K1N 9J7",613 422 1400,45.4260575,-75.6907998
Thai Express,"25 The West Mall #2126  Etobicoke,  ON M9C 1B8",416 620 4888,43.6116933,-79.557183
Thai Express,"218 Yonge Street 1st Level #2  Toronto,  ON M5B 2H6",416 599 6668,43.6548655,-79.3807161
Thai Express,"815 boulevard de Perigny  Chambly,  QC J3L 1W5",450 658 3888,45.4556782,-73.3018057
Thai Express,"850 Chambly Road  Longueuil,  QC J4H 3M3",450 670 2576,45.5353366,-73.4967306
Thai Express,"280-A boulevard d&#39;Anjou  Chäteauguay,  QC J6J 1C6",450 844 3472,45.3584550,-73.7195338
Thai Express,"1215 chemin du Tremblay  Longueuil,  QC J4N 1R4",450 647 5703,45.5377528,-73.4631811
Thai Express,"3300 Bloor Street West Centre Tower  Etobicoke,  ON M8X 2X3",416 234 2078,43.6455182,-79.5222505
Thai Express,"250 The East Mall Unit 162  Etobicoke,  ON M9B 3Y8",(416) 239-2288,43.6318273,-79.5547902
Thai Express,"2824 North Ramsey Road&#44; Suite 101  Coeur d&#39;Alène,  ID 83815",509 280 0667,47.7036826,-116.8074841
Thai Express,"5 Complexe Desjardins  Montreal,  QC H5B 1B8",514 875 1436,45.5080560,-73.5638860
Thai Express,"3135 boulevard Taschereau  Longueuil,  QC J4V 2H2",450 466 6555,45.497692,-73.4843808
Thai Express,"2929 Barnet Highway  Coquitlam,  BC V3B 5R5",778 285 8223,49.2774500,-122.8022880
Thai Express,"1232 Brookdale avenue  Cornwall,  ON K6J 4P8",613 933 6888,45.028264,-74.7540165
Thai Express,"2102 11th Avenue  Regina,  SK S4P 0J5",306 757 1398,50.4509682,-104.6113994
Thai Express,"5660 chemin Cote-des-Neiges  Montreal,  QC H3T 1Z2",514 419 6985,45.4979801,-73.6268236
Thai Express,"Unit 107-104 Country Village Road NE  Calgary,  AB T3K 2K9",587 755 1276,51.1607627,-114.0680284
Thai Express,"1599 rue du Sud  Cowansville,  QC J2K 2Z4",450 266 6888,45.191249,-72.7532231
Thai Express,"1510 Dundas Street East  Mississauga,  ON L4X 1L4",905 949 2121,43.6109567,-79.5790443
Thai Express,"261055 Crosslron Boulevard  Rocky View,  AB T4A 0G3",403 453 0329,51.2031812,-113.9925638
Thai Express,"5206 Windermere Boulevard North West  Edmonton,  AB T6W 0L9",780 756 7737,53.4347940,-113.6032255
Thai Express,"50 Foulis Row  Dartmouth,  NS B3B0E1",902-869-5252,44.7056683,-63.5633701
Thai Express,"833 boulevard de Maisonneuve Est  Montreal,  QC H2L 1Y7",514 528 1111,45.5165627,-73.5600792
Thai Express,"1570 boulevard de Maisonneuve ouest  Montreal,  QC H3G 1N2",514 937 6280,45.4959198,-73.5789191
Thai Express,"2502 Blackmon Drive&#44; Suite 830  Decatur,  GA 30033",678 271 0095,33.7950592,-84.2868608
Thai Express,"33 Heritage Meadows Way SE Unit 206  Calgary,  AB T2H 3B8",403 460 2587,50.9821880,-114.0404314
Thai Express,"3100 Howard Ave  Windsor,  ON N8X 3Y8",519 966-6018,42.2756598,-83.0037396
Thai Express,"5083 Dixie Road Unit D7  Mississauga,  ON L4W 0E6",905 629 9966,43.6382738,-79.62198
Thai Express,"73-1250 South Service Road  Mississauga,  ON L5E 1V4",416 819 0518,43.5931066,-79.5681913
Thai Express,"3700-3750 boulevard St-Jean  Dollard-des-Ormeaux,  QC H9G 1X1",514 624 0005,45.4739341,-73.8357296
Thai Express,"720 Sackville Drive - unit #0080  Lower Sackville,  NS B4E 1R7",+19028695253,44.7717692,-63.6934221
Thai Express,"520 boulevard Saint-Joseph  Drummondville,  QC J2C 2B8",819 850 5640,45.8943602,-72.5149017
Thai Express,"900 Dufferin Street  Toronto,  ON M6H 4B1",416 531 4280,43.6563311,-79.4353349
Thai Express,"75 Centennial Parkway North  Stoney Creek,  ON L8E 2P2",905 560 8788,43.2308333,-79.7657856
Thai Express,"1000 de la Gauchetière Ouest  Montreal,  QC H3B 4W5",514 543 7766,45.4981773,-73.5663846
Thai Express,"FC09 10025 102A Avenue Edmonton City Center  Edmonton,  AB T5J 4H5",780 990 0128,53.5437272,-113.4946539
Thai Express,"5100 Erin Mills Parkway #F-011  Mississauga,  ON L5M 4Z5",905 607 2903,43.5584112,-79.7117817
Thai Express,"3480 avenue des Grandes Tourelles  Boisbriand,  QC J7H 0A2",450 435 5492,45.6297375,-73.8483221
Thai Express,"60 route 132&#44; Unite # 110  Delson,  QC J5B 0A1",450 638 9888,45.3863426,-73.5481001
Thai Express,"300  Fourth Avenue Unit 3  St. Catharines,  ON L2S 0E6",905 988 3635,43.1538390,-79.2756330
Thai Express,"97773 W Flamingo Road&#44; Suite 2  Las Vegas,  NV 89147",702 272 1075,36.1141810,-115.2599120
Thai Express,"3550 Avenue du Parc  Montreal,  QC H2X 3P9",514 447 7479,45.510319,-73.5750033
Thai Express,"5401 boulevard des Galeries  Quebec,  QC G2K 1N4",418 623 0044,46.8311593,-71.2990936
Thai Express,"1075 boulevard Firestone  Joliette,  QC J6E 6X6",450 752 8878,46.0327605,-73.4246143
Thai Express,"1055 avenue du Pont-Sud  Alma,  QC G8B 2V6",418-487-8899,48.5339880,-71.6465743
Thai Express,"1995 boulevard Marcel-Laurin  Saint-Laurent,  QC H4R 1K4",514 331 7575,45.5188902,-73.7002104
Thai Express,"2305 McPhillips Street Unit 321  Winnipeg,  MB R2V 3E1",204 505 1168,49.9506290,-97.1444712
Thai Express,"509 Bayfield Street  Barrie,  ON L4M 4Z8",705 719 7140,44.4132753,-79.7090835
Thai Express,"880 rue Principale  Granby,  QC J2G 2Z3",450 378 9133,45.4136490,-72.7533709
Thai Express,"10355 152 Street  Surrey,  BC V3R 7C1",604 498 5575,49.1904168,-122.803713
Thai Express,"7001 Mumford Road  Halifax,  NS B3L 4N9",902 444 5500,44.6491246,-63.6186647
Thai Express,"555 West Hastings Street  Vancouver,  BC V6B 4N4",604 696 0090,49.2846966,-123.1119349
Thai Express,"5507 Hazeldean Road  Kanata,  ON K2S 0P5",613 836 4446,45.2897335,-75.9024048
Thai Express,"Unit 9  - 1600 Heron Road  Ottawa,  ON K1V 2P5",(613) 260-5888,45.3796212,-75.6460848
Thai Express,"2 Bloor Street East  Toronto,  ON M4W 1A8",416 926 1023,43.6710978,-79.3860630
Thai Express,"1215 Wilson Avenue Unit 2  Level 0  Toronto,  ON M3M 0B2",416 241 4050,43.7236720,-79.4885740
Thai Express,"330 West Hunt Club Road  Ottawa,  ON K2E 0B7",613 224 8228,45.3380561,-75.7155521
Thai Express,"7965 Mississauga Rd.  Brampton,  ON L6Y 0B9",905 455 4105,43.6272267,-79.7750531
Thai Express,"3712 Innes Road  Orleans,  ON K1W 0C8",613 824 5432,45.4497538,-75.5172222
Thai Express,"1000 Fort William Road  Thunder Bay,  ON P7B 6B9",807 622 6047,48.4022692,-89.2440292
Thai Express,"555 Saint-Charles-Borromee  Joliette,  QC J6E 4S5",450 760 3778,46.0367650,-73.4425939
Thai Express,"3821 boulevard Harvey  Jonquiere,  QC G7X 3B7",418 412 6020,48.4132034,-71.2455138
Thai Express,"109 Street &amp; Princess Elizabeth Ave. #425  Edmonton,  AB T5G 3A6",780 491 0138,53.564022,-113.508534
Thai Express,"788 Montee St-Sulpice - Local 104  L&#39;Assomption,  QC J5W 0M6",450 589 8880,45.8358737,-73.4127626
Thai Express,"1028 boulevard Taschereau  La Prairie,  QC J4R 1W6",450 444 3000,45.4065093,-73.4984715
Thai Express,"1155 René-Lévesque Blvd W  Montreal,  QC H3B 3Z4",(438) 375-1868,45.4986108,-73.5709340
Thai Express,"501&#44; av. Béthany&#44; Qc&#44; Canada  Lachute,  QC J8H 4H5",450-562-4188,45.6349008,-74.3266799
Thai Express,"1380 London Road  Sarnia,  ON N7S 1P8",519 541 0777,42.9824996,-82.3523063
Thai Express,"645 Lansdowne Street West  Peterborough,  ON K9J 7Y5",705 749 3309,44.2852395,-78.3320006
Thai Express,"265 Laurier Avenue East  Ottawa,  ON K1N 6P7",613-233-2119,45.4267061,-75.6803121
Thai Express,"38 Place du Commerceasuite 14  Ile des Soeurs,  QC H3E 1T8",514 419 2816,45.4674660,-73.5416670
Thai Express,"481 boulevard Jutras Est  Victoriaville,  QC G6P 7H4",819 604 0731,46.0564025,-71.9407398
Thai Express,"1455 rue Peel  Montreal,  QC H3A 1T5",514 842 1688,45.5003292,-73.5735359
Thai Express,"2910 rue de Salaberry  Montreal,  QC H3M 1L3",514 745 8787,45.5363175,-73.7002101
Thai Express,"7500 boulevard des Galeries d  Anjou,  QC H1M 3M4",514 355 5541,45.5980184,-73.5675366
Thai Express,"895 rue de la Gauchetiere Ouest  Montreal,  QC H3B 4G1",514 871 4724,45.4999489,-73.5666644
Thai Express,"FC06&#44; 1 LondonDerry Mall&#44;  Edmonton,  AB T5C 3C8",,53.6023404,-113.4455840
Thai Express,"1504 rue Bleury  Montreal,  QC H3A 2J2",514 419 8437,45.5068418,-73.5688434
Thai Express,"2151 boulevard  Lapiniere  Brossard,  QC J4W 2T5",450 671 9036,45.4715857,-73.4716105
Thai Express,"60 E. Broadway C335  Bloomington,  MN 55425",952 303 3880,44.8563628,-93.2426366
Thai Express,"60 E. Broadway&#44; Ste C335  Bloomington,  MN 55425",952 303 3880,44.8544766,-93.2401046
Thai Express,"15367 37 street NW  Edmonton,  AB T5Y 0S5",587 521 8819,53.6159111,-113.3974033
Thai Express,"11660 Elm Creek Blvd  Maple Grove,  MN 55369",763-657-0772,45.0945003,-93.4333308
Thai Express,"1023 rue du Marche Central  Montreal,  QC H4N 1J8",514 388 8052,45.5345582,-73.6597309
Thai Express,"1113 rang St-Francois  Terrebonne,  QC J6Y 0C7",450 433 9889,45.6894589,-73.7820093
Thai Express,"3800 Memorial Drive N.E.  Calgary,  AB T2A 2K2",403 457 1889,51.0556235,-113.9795181
Thai Express,"1680 Richmond Street North  London,  ON N6G 3Y9",519 645 0754,43.025599,-81.2783801
Thai Express,"Unit 24&#44; 10048 Mclaughin Rd N.  Brampton,  QC L6X1Z1",905-495-2854,43.6824785,-79.7796746
Thai Express,"6590 Meadowvale Town Circle  Mississauga,  ON L5N 4B7",905 286 9364,43.5802073,-79.7593169
Thai Express,"6956 Financial Drive #H11  Mississauga,  ON L5N 8J4",905 812 8800,43.6105627,-79.7487108
Thai Express,"2296 autoroute Chomedy  Laval,  QC H7X 4G8",450 689 8118,45.5346521,-73.7909640
Thai Express,"3206 boulevard de la Gare  Vaudreuil-Dorion,  QC J7V 8W5",450 510 2882,45.405766,-74.0429899
Thai Express,"318-4820 Kingsway  Burnaby,  BC V5H 4P1",778 379 7131,49.2254918,-122.9967995
Thai Express,"21 Micmac Boulevard  Dartmouth,  NS B3A 4N3",902 444 5353,44.6863394,-63.5595873
Thai Express,"201 1st Avenue&#44; FCU02  Saskatoon,  Saskatchewan S7K 1J9",306 343 7876,52.1275159,-106.6676245
Thai Express,"870 Main Street East  Milton,  ON L9T 0J4",905 636 7850,43.5272776,-79.866193
Thai Express,"17663 rue Charles  Mirabel,  QC J7J 1P3",450 433 4848,45.7026773,-73.9254195
Thai Express,"2580 Chemin de la Lievre Sud  Mont-Laurier,  QC J9L 3P4",819 623 1136,46.5495375,-75.5161034
Thai Express,"11 rue Mont-Royal Ouest  Montreal,  QC H2T 2R9",514 285 1288,45.5199456,-73.5866978
Thai Express,"4825 Mount Royal Gate Weykham House Student Centre-Z118  Calgary,  AB T3E 6K6",403 249 8087,51.0138486,-114.1325906
Thai Express,"600 University Avenue FC06  Toronto,  ON M5G 1X5",416 971 8888,43.6577073,-79.3899520
Thai Express,"1349 Lasalle Boulevard  Sudbury,  ON P3A 1Z2",705 560 1818,46.5205125,-80.9471539
Thai Express,"5650 Yonge Street unit 16  Toronto,  ON M2M 4G3",647 351 6999,43.7801678,-79.416364
Thai Express,"1804 - 1632 14 Avenue NW  Calgary,  AB T2N 1M7",4032893774,51.0651892,-114.1021543
Thai Express,"489 Albert Street North  Regina,  SK S4R 3C4",306 586 8870,50.4825691,-104.6152418
Thai Express,"3009 rue Notre Dame Ouest  Montreal,  QC H4C 1N9",514 544 3014,45.4811719,-73.5783292
Thai Express,"3001 Hospital Gate unit C5  Oakville,  ON L6M 0L8",905 469 8348,43.450405,-79.7647495
Thai Express,"4693 Gardens Park Blvd.  Orlando,  FL 32839",407 802-4426,28.4945993,-81.4234772
Thai Express,"419 King Street West #2232  Oshawa,  ON L1J 2K5",905 433 8883,43.8915831,-78.8804217
Thai Express,"238 Ritson Road North Unit C8.1A  Oshawa,  ON L1G 0B2",289 222 8888,43.9059391,-78.8575065
Thai Express,"555 Sterling Lyon Parkway #FC6  Winnipeg,  MB R3P 1E9",204 453 3839,49.8451048,-97.213641
Thai Express,"221 Glendale Avenue #FC9  St. Catharines,  ON L2T 2K9",905 708 0193,43.1356569,-79.2254081
Thai Express,"79 Clair Road East  Guelph,  ON N1L 0J7",519 827 0303,43.5003906,-80.1890092
Thai Express,"240 Leighland Avenue #FC6  Oakville,  ON L6H 3H6",905 815 0693,43.4616070,-79.6868686
Thai Express,"519 Granville Street  Granville,  PEI C1N 5J4",902 436 8731,46.4164086,-63.7800983
Thai Express,"69 Robie Street  Truro,  NS B2N 1K8",902 895 8288,45.368161,-63.3145878
Thai Express,"536 boulevard Lionel-Boulet  Varennes,  QC J3X 1P7",450 985 1220,45.6544272,-73.4204802
Thai Express,"200 Windflower Gate  Woodbridge,  ON L4L 9L3",905 264 0028,43.7903783,-79.5525535
Thai Express,"1355 Kingston Road  Pickering,  ON L1V 1B8",905 831 2565,43.836187,-79.0859536
Thai Express,"1500 avenue  Atwater  Montreal,  QC H3Z 1X5",514 904 1111,45.4888063,-73.5859947
Thai Express,"110 Place d&#39;Orléans Drive Unit 2250  Orléans,  ON K1C 2L9",613 424 8499,45.4785994,-75.5151663
Thai Express,"2600 boulevard Laurier  Ste-Foy,  QC G1V 4T3",418 266 7769,46.7719636,-71.2821248
Thai Express,"200 Promenade du Portage  Gatineau,  QC J8X 4B7",819 778 2888,45.4268934,-75.7134941
Thai Express,"1401 boulevard Talbot  Chicoutimi,  QC G7H 5N6",418 543 8088,48.4043941,-71.0553013
Thai Express,"2700 boulevard Laurier  Ste-Foy,  QC G1V 2L8",418 977 9013,46.7703103,-71.2855154
Thai Express,"4620 autoroute 440 Laval ouest  Laval,  QC H7T 2Z8",450 687 2555,45.5585494,-73.7926457
Thai Express,"5040 rue Jean-Talon  Montreal,  QC H1S 1K6",514 721 3131,45.5754029,-73.5828274
Thai Express,"401 boulevard Labelle  Rosemere,  QC J7A 3T2",450 419 8388,45.6306724,-73.8192093
Thai Express,"2450 boulevard Laurier  Ste-Foy,  QC G1V 2L1",418 650 5836,46.7735879,-71.2790953
Thai Express,"7275 rue Sherbrooke Est  Montreal,  QC H1N 1E9",514 352 8885,45.592057,-73.5419886
Thai Express,"3131 boulevard Cote-Vertu  Ville Saint-Laurent,  QC H4R 1Y8",514 332 9651,45.4980887,-73.7053097
Thai Express,"800 rue du Square-Victoria  Montreal,  QC H4Z 1A8",514 879 9131,45.5014462,-73.5626809
Thai Express,"100 Boul.Don Quichotte  Ile-Perrot,  QC J7V 6L7",514 901 3232,45.3878870,-73.9622691
Thai Express,"450 Highway 17  Hawkesbury,  ON K6A 2R2",613 632 4888,45.5893904,-74.5884071
Thai Express,"14850 boulevard Pierrefonds  Pierrefonds,  QC H9H 4Y6",514 626 5317,45.4838324,-73.8586773
Thai Express,"12882 rue Sherbrooke E.  Pointe-aux-Trembles,  QC H1A 4Y3",514 508 6818,45.6549072,-73.5089714
Thai Express,"393 Portage Avenue #153A  Winnipeg,  MB R3B 3H6",204 947 9104,49.8926006,-97.14846
Thai Express,"679 boulevard Cure-Labelle  Laval,  QC H7L 5R7",450 624 0005,45.5893720,-73.7872110
Thai Express,"1 outlet collection way unit # FC6 Edmonton international airport  Edmonton,  AB T9E 1J5",,53.3083529,-113.5813588
Thai Express,"1 Promenade Circle #F-111A  Thornhill,  ON L4J 4P8",905 771-3688,43.8077256,-79.452203
Thai Express,"3333 rue du Carrefour  Quebec,  QC G1C 5R9",418 914 1443,46.8606254,-71.2176470
Thai Express,"2151 boulevard des laurentides  Vimont,  QC H7M 4M2",450-667-8588,45.6104719,-73.7354023
Thai Express,"625 Sainte-Catherine Ouest  Montreal,  QC H3B 1B7",514 979 8988,45.5033760,-73.5698987
Thai Express,"1100 boulevard Maloney Ouest  Gatineau,  QC J8T 6G3",819 243 6843,45.4757467,-75.6970486
Thai Express,"1020 boulevard Le Corbusier  Laval,  QC H7N 0A8",450-681-1128,45.5574114,-73.7246354
Thai Express,"2015 12e Av N Quartier Santé  Sherbrooke,  QC J1E 4J5",(819) 822-1881,45.4342630,-71.8691309
Thai Express,"9380 boulevard Leduc suite 10 &amp; 15  Brossard,  QC J4Y 0B3",450 443 0333,45.4445964,-73.4331304
Thai Express,"1381 Regent Street  Fredericton,  NB E3C 1A2",506 460 1091,45.934473,-66.6641088
Thai Express,"2360 chemin des Patriotes  Richelieu,  QC J3L 6M7",450 447 9748,45.4277229,-73.2444462
Thai Express,"132 rue St-Germain Est  Rimouski,  QC G5L 1A8",418 723 0777,48.4535422,-68.5228767
Thai Express,"2061 Steeles Avenue  North York,  ON M3J 3N3",416 736 9297,43.7863804,-79.4727994
Thai Express,"1307 rue Roberval  Saint-Bruno-de-Montarville,  QC J3V 5J1",450 482 4398,45.5274800,-73.3468100
Thai Express,"2305 chemin Rockland  Mont-Royal,  QC H3P3E9",5143422872,45.5281968,-73.6481237
Thai Express,"980 rue Bouvier  Quebec,  QC G2J 1A3",418 614 2066,46.8328631,-71.2783803
Thai Express,"440 rue de la Couronne  Quebec,  QC G1K 9M5",418 614 0653,46.8138362,-71.2245415
Thai Express,"854 rue St-Jean  Quebec,  QC G1R 1R3",418 614 3749,46.8116687,-71.2166298
Thai Express,"9342 Bathurst Street  Vaughan,  ON L6A 4N9",905 417 0220,43.8488869,-79.4607158
Thai Express,"477 25e avenue  Saint-Eustache,  QC J7P 4Y1",450 472 7676,45.5790808,-73.8776159
Thai Express,"3535 boulevard Laframboise  Saint-Hyacinthe,  QC J2R 1E1",450 253 8424,45.6437181,-72.9774821
Thai Express,"197 chemin de la Gare  Saint-Sauveur,  QC J0R 1R3",450 227 2127,45.8902345,-74.1498909
Thai Express,"201 boulevard Cure-Labelle  Sainte-Therese,  QC J7E 2X6",450 430 1221,45.6450303,-73.8372154
Thai Express,"300 Borough Drive Unit FC-14  Scarborough,  ON M1P 4P5",416 290 1188,43.7749399,-79.2572366
Thai Express,"5201 Duke Steet Unit FC01  Halifax,  NS B3J 1N9",902 407 5500,44.6496567,-63.5756494
Thai Express,"660 Sterling Lyon Parkway  Winnipeg,  MB R3P 1E9",204 453 4551,49.8408755,-97.2179338
Thai Express,"Space 821 - 66 Serramonte Center  Daly City,  CA 94015",650 991 9621,37.6718461,-122.4721437
Thai Express,"32900 South Fraser Way  Abbotsford,  BC V2S 5A1",604 746 5818,49.049673,-122.3127539
