Category1,Category2,Category3,Chain,Update date,Name,address,Y,X,NEMS Code,Note,NBID,NB_name
food,specialty,deli meat cheese,0,20180706,BEARBROOK GAME MEATS INC,"5396 Dunning Rd, Navan, ON K4B 1J1",45.37302017,-75.32846832,NA,NA,955,Vars
food,specialty,farmer's market,0,20180706,Beechwood Market,NA,45.44099426,-75.67294312,NA,NA,953,Vanier North
food,grocery,small,0,20180706,Best Price Oriential Market,484 Hazeldean Rd,45.29573822,-75.89033508,NA,NA,924,Glen Cairn - Kanata South Business Park
food,specialty,bakery,0,20180706,Blossoming cakes,24 Catterick Crescent,45.35641098,-75.91981506,NA,NA,907,Brookside - Briarbrook - Morgan's Grant
food,specialty,bakery,0,20180706,BOKO BAKERY,280 Elgin St,45.41732025,-75.69009399,NA,NA,24,Centretown
food,specialty,bakery,0,20180706,BOULANGERIE ORLEANS BAKERY,2122 St Joseph Blvd,45.46604919,-75.53485107,NA,NA,913,Chapel Hill North
food,specialty,bakery,0,20180706,Bread & Sons,195 Bank st.,45.41767883,-75.69812775,NA,NA,24,Centretown
food,specialty,bakery,0,20180706,BROWN LOAF BAKERY,268 Elgin St,45.41761398,-75.69036102,NA,NA,24,Centretown
food,grocery,small,0,20180706,By Grace Food Market,"183 Montr�al Rd #6e2, Vanier, ON K1L 6E2",45.4352417,-75.66408539,NA,NA,953,Vanier North
food,specialty,farmer's market,0,20180706,BYWARD FRUIT CO.,36 Byward Market Square,45.4275856,-75.69291687,NA,NA,908,Byward Market
food,specialty,bakery,0,20180706,Cantors Bakery & Delicatessen,"255 Albert St, Ottawa, ON K1P 6A9",45.41985321,-75.70098877,NA,NA,24,Centretown
food,specialty,farmer's market,0,20180706,Carp Farmers Market,NA,45.3469429,-76.03806305,NA,NA,911,Carp
food,grocery,small,0,20180706,CASA NICASTRO DELI,304 Preston St,45.40337372,-75.71139526,NA,NA,957,West Centretown
food,grocery,small,1,20180706,CEDARS & CO. Food market,1255 Bank St,45.39094925,-75.68003845,NA,NA,83,Old Ottawa South
food,grocery,small,1,20180706,Cedars & Co. Food Market,"1793 Kilborn Ave, Ottawa, ON K1H 6N2",45.38803864,-75.64521027,NA,NA,87,Playfair Park - Lynda Park - Guildwood Estates
food,specialty,farmer's market,0,20180706,Chinatown farmer market,NA,45.41189194,-75.70516968,NA,NA,24,Centretown
food,specialty,deli meat cheese,0,20180706,CHRISTOPHERS MEAT MARKET,6146 Perth St,45.19361877,-75.83950806,NA,NA,944,Richmond
food,specialty,bakery,0,20180706,COUNTRY MEAT & KITCHEN,3004 Dunning Rd,45.45526123,-75.36636353,NA,NA,936,Navan - Sarsfield
food,specialty,farmer's market,0,20180706,Cumberland Farmers Market,NA,45.51407623,-75.40330505,NA,NA,916,Cumberland
food,grocery,small,0,20180706,DAMAS GROCERY LTD,3033 Carling Ave,45.35505676,-75.80625916,NA,NA,901,Bayshore - Belltown
food,specialty,bakery,0,20180706,DELICE ROYAL BAKERY,900 Watters Rd,45.48212433,-75.47324371,NA,NA,909,Cardinal Creek
food,grocery,small,0,20180706,Desi Price Club,"1950 Merivale Rd Unit-13, Nepean, ON K2G 5T5",45.32623291,-75.71995544,NA,NA,65,Merivale Gardens - Grenfell Glen - Pineglen - Country Place
food,grocery,small,0,20180706,Desi Food Market Orl�ans,"2580 St Joseph Blvd, Orl�ans, ON K1C 1G3",45.4705925,-75.52510834,NA,NA,939,Orléans Village - Chateauneuf
food,specialty,deli meat cheese,0,20180706,Ding Feng Dry Seafood,785 SOMERSET STREET WEST,45.40982056,-75.7103653,NA,NA,957,West Centretown
food,grocery,small,0,20180706,DIVISORIA MARKET 2.0,1743 Carling Ave,45.37818146,-75.75275421,NA,NA,931,Laurentian
food,specialty,deli meat cheese,0,20180706,DUMOUCHEL MEATS and Deli,351 Donald St,45.42825317,-75.65302277,NA,NA,940,Overbrook - McArthur
food,specialty,deli meat cheese,0,20180706,Dunrobin Village Meat Co Ltd,2808 Dunrobin Rd,45.42324829,-76.02090454,NA,NA,35,Dunrobin
food,grocery,small,0,20180706,DUTCH GROCERIES & Giftware,1400 Clyde Ave,45.35843658,-75.73886871,NA,NA,31,Cityview - Crestview - Meadowlands
food,specialty,deli meat cheese,0,20180706,EMBASSY MEATS,260 LALLEMAND,45.43764114,-75.66040039,NA,NA,953,Vanier North
food,specialty,bakery,0,20180706,F & G ITALIAN BAKERY,1430 Prince Of Wales Dr,45.36841202,-75.70264435,NA,NA,16,Carleton Heights - Rideauview
food,specialty,bakery,0,20180706,FARHAT BAKERY,1119 Meadowlands Dr E,45.36292648,-75.71205902,NA,NA,941,Parkwood Hills - Stewart Farm
food,specialty,farmer's market,0,20180706,Farmers Market at Bayshore Shopping Centre,NA,45.34617996,-75.80936432,NA,NA,901,Bayshore - Belltown
food,specialty,farmer's market,0,20180706,Farmers Market at Brewer Park,NA,45.38868332,-75.69198608,NA,NA,83,Old Ottawa South
food,specialty,farmer's market,0,20180706,Farmers Market at Orleans Centrum Plaza,NA,45.48078537,-75.50873566,NA,NA,943,Queenswood Heights
food,specialty,farmer's market,0,20180706,Farmers Market Westboro,NA,45.38943481,-75.75854492,NA,NA,931,Laurentian
food,specialty,bakery,0,20180706,Finally GF Foods Inc.,112 Nelson St,45.43053055,-75.68583679,NA,NA,934,Lowertown
food,specialty,bakery,0,20180706,FRANK'S CATERING & BAKED GOODS,283 Greenbank Rd,45.32421875,-75.77762604,NA,NA,108,Woodvale - Craig Henry - Manordale - Estates of Arlington Woods
food,grocery,small,0,20180706,GEELAND BAGUIO STORE,1020 ST LAURENT BOULEVARD,45.42765427,-75.63982391,NA,NA,940,Overbrook - McArthur
food,grocery,small,0,20180706,Grace in the Kitchen,"442 Hazeldean Rd, Ottawa, ON K2L 1V2",45.29929352,-75.88549042,NA,NA,924,Glen Cairn - Kanata South Business Park
food,grocery,small,0,20180706,Green Fresh Supermarket Vanier,"29 Selkirk St, Vanier, ON K1L 6N1",45.43223953,-75.66803741,NA,NA,954,Vanier South
food,grocery,small,0,20180726,GTxpress,"2865 Dumaurier Avenue, Ottawa, ON K2B",45.3501772,-75.7933204,NA,NA,106,Whitehaven - Queensway Terrace North
food,specialty,bakery,0,20180706,Gusto Pastry,644 Rosehill Ave,45.28513718,-75.92014313,NA,NA,951,Stittsville
food,specialty,deli meat cheese,0,20180706,HA LONG FISH & SEAFOOD MARKET,789 Somerset St W,45.40980911,-75.71044922,NA,NA,957,West Centretown
food,specialty,bakery,0,20180706,Hanna's Bakery Pita Perfect,"1228 Old Innes Rd Unit 312, Ottawa, ON K1B 3V3",45.4093132,-75.6171875,NA,NA,917,East Industrial
food,grocery,small,0,20180706,Hung Phat Grocery,"139 Rochester St, Ottawa, ON K1R 7M2",45.40885925,-75.71166229,NA,NA,957,West Centretown
food,specialty,deli meat cheese,0,20180706,IVAN MEAT AND DELI,1496 Stittsville Main St,45.25891876,-75.92144775,NA,NA,951,Stittsville
food,grocery,small,0,20180726,Jacobsons,"103 Beechwood Ave., Ottawa, ON K1M 1L4",45.4423568,-75.6714661,NA,NA,933,Lindenlea - New Edinburgh
food,grocery,small,0,20180706,JJ's Market,"380 Laurier Ave W, Ottawa, ON K1P 5K3",45.41761017,-75.7008667,NA,NA,24,Centretown
food,specialty,farmer's market,0,20180706,Kanata Farmers Market,NA,45.30195236,-75.88089752,NA,NA,924,Glen Cairn - Kanata South Business Park
food,grocery,small,0,20180706,KOOL RUNNINGS Carib Store,2200 Montreal Rd,45.44968414,-75.58679962,NA,NA,3,Beacon Hill South - Cardinal Heights
food,grocery,small,0,20180706,L&F MONTEGO PLACE,2211 St Joseph Bd,45.46775436,-75.53343201,NA,NA,915,Convent Glen - Orléans Woods
food,grocery,small,0,20180706,LA BOTTEGA Nicastro Find Food Shop,64 GEORGE STREET,45.42675781,-75.69202423,NA,NA,908,Byward Market
food,specialty,bakery,0,20180706,La Brioche Pastry & Bakery,866 Bank St,45.40101624,-75.68743134,NA,NA,923,Glebe - Dows Lake
food,grocery,small,0,20180706,La Colonia Groceries,"345 Richelieu Ave, Vanier, ON K1L 6J7",45.43544388,-75.65493774,NA,NA,954,Vanier South
food,specialty,bakery,0,20180706,LA PROVENCE,500 Hazeldean Rd,45.29303741,-75.89395905,NA,NA,924,Glen Cairn - Kanata South Business Park
food,specialty,farmer's market,0,20180706,Landsdowne Park Farmers' Market,NA,45.39893723,-75.68422699,NA,NA,923,Glebe - Dows Lake
food,grocery,small,0,20180706,LAUZON Grocery,207 Guigues Ave,45.43268204,-75.69113159,NA,NA,908,Byward Market
food,specialty,deli meat cheese,0,20180706,LAVERGNE BUTCHER SHOP,3971 Navan Rd,45.42412949,-75.47623444,NA,NA,936,Navan - Sarsfield
food,specialty,bakery,0,20180706,LE BOULANGER FRANCAIS,119 Murray St,45.43021393,-75.69275665,NA,NA,908,Byward Market
food,specialty,bakery,0,20180706,LE MOULIN DE PROVENCE INC,55 Byward Market Square,45.42799377,-75.69268799,NA,NA,908,Byward Market
food,specialty,bakery,0,20180706,LISBON BAKERY,2563 Baseline Rd,45.3417511,-75.78708649,NA,NA,54,Iris - Queensway Terrance South
food,grocery,small,0,20180706,LITTLE EURO DELI,2 Goldridge Dr,45.31604004,-75.92072296,NA,NA,928,Kanata Lakes - Arcardia
food,specialty,bakery,0,20180706,LITTLE ITALY BAKERY LTD.,306 Preston Street,45.40346146,-75.71143341,NA,NA,957,West Centretown
food,grocery,small,0,20180706,LITTLE LATIN AMERICA,764 SOMERSET STREET WEST W,45.41015625,-75.70865631,NA,NA,957,West Centretown
food,grocery,small,0,20180706,Luciano Foods Ltd,114 Preston St,45.40850067,-75.71442413,NA,NA,957,West Centretown
food,grocery,small,0,20180706,M F FOOD MART,850 Merivale Rd,45.38524246,-75.73264313,NA,NA,18,Carlington
food,specialty,deli meat cheese,1,20180703,M&M MEAT SHOPS,1250 Main Street,45.26874542,-75.93141937,NA,NA,951,Stittsville
food,specialty,deli meat cheese,1,20180703,M&M MEAT SHOPS,1400 Clyde Ave,45.35843277,-75.7388916,NA,NA,31,Cityview - Crestview - Meadowlands
food,specialty,deli meat cheese,1,20180703,M&M MEAT SHOPS,1581 Greenbank Rd,45.27388382,-75.74651337,NA,NA,937,Old Barrhaven East
food,specialty,deli meat cheese,1,20180703,M&M MEAT SHOPS,"197 Trainyards Dr, Ottawa, ON K1G 3X8",45.413763,-75.64364,NA,NA,917,East Industrial
food,specialty,deli meat cheese,1,20180703,M&M MEAT SHOPS,2026 Tenth Line Rd,45.45866394,-75.48812103,NA,NA,942,Portobello South
food,specialty,deli meat cheese,1,20180703,M&M MEAT SHOPS,2136 St Joseph Blvd,45.46626663,-75.53453827,NA,NA,913,Chapel Hill North
food,specialty,deli meat cheese,1,20180703,M&M MEAT SHOPS,2249 Carling Ave,45.36921692,-75.77438354,NA,NA,910,Carlingwood West - Glabar Park - McKellar Heights
food,specialty,deli meat cheese,1,20180703,M&M MEAT SHOPS,2446 Bank St,45.35247803,-75.64674377,NA,NA,38,Emerald Woods - Sawmill Creek
food,specialty,deli meat cheese,1,20180703,M&M MEAT SHOPS,"2848 Laurier Street, Rockland, ON K4K 1A3",45.540394,-75.302942,NA,NA,NA,NA
food,specialty,deli meat cheese,1,20180703,M&M MEAT SHOPS,385 Tompkins Ave,45.47740936,-75.49848175,NA,NA,943,Queenswood Heights
food,specialty,deli meat cheese,1,20180703,M&M MEAT SHOPS,442 Hazeldean,45.29955292,-75.88512421,NA,NA,924,Glen Cairn - Kanata South Business Park
food,specialty,deli meat cheese,1,20180703,M&M MEAT SHOPS,536 Montreal Rd,45.44070435,-75.64559937,NA,NA,940,Overbrook - McArthur
food,specialty,deli meat cheese,1,20180703,M&M MEAT SHOPS,"953 Notre Dame St, Embrun, ON K0A 1W1",45.2719749,-75.2825716,NA,NA,NA,NA
food,specialty,deli meat cheese,1,20180703,M&M MEAT SHOPS,990 River Rd,45.23399353,-75.67750549,NA,NA,64,Manotick
food,grocery,small,0,20180706,M. A. HALAL MEAT & GROCERY,379 McArthur Ave,45.43222427,-75.65063477,NA,NA,954,Vanier South
food,specialty,bakery,0,20180706,Macarons et Madeleines,1323 Wellington St W,45.39882278,-75.73686981,NA,NA,55,Island Park - Wellington Village
food,grocery,small,0,20180726,Madina City Market,"1136 Cadboro Rd, Ottawa, ON K1J 7R1",45.431055,-75.6213444,NA,NA,912,Carson Grove - Carson Meadows
food,specialty,farmer's market,0,20180706,Main Street Farmers Market,NA,45.41257095,-75.68939972,NA,NA,24,Centretown
food,grocery,small,0,20180706,Manila Mart,2924 carling Ave,45.35646439,-75.8012619,NA,NA,106,Whitehaven - Queensway Terrace North
food,specialty,farmer's market,0,20180706,Manotick Farmers Market,NA,45.22698975,-75.68339539,NA,NA,64,Manotick
food,specialty,health store,0,20180706,MARKET ORGANICS,126 York St,45.42917633,-75.68993378,NA,NA,908,Byward Market
food,grocery,small,0,20180706,MAYA MARKET INC.,197 Norice St,45.33966064,-75.75402069,NA,NA,31,Cityview - Crestview - Meadowlands
food,grocery,small,0,20180706,MERCADO LATINO,67 Montreal Rd,45.43388748,-75.6678009,NA,NA,953,Vanier North
food,specialty,farmer's market,0,20180706,Metcalfe Farmers Market,NA,45.2284584,-75.46833038,NA,NA,66,Metcalfe
food,specialty,bakery,0,20180706,Michel's,50 Rideau St,45.42524338,-75.69158936,NA,NA,949,Sandy Hill
food,specialty,bakery,0,20180706,Michel's Bakery Café,1200 St Laurent Blvd,45.42177963,-75.63926697,NA,NA,940,Overbrook - McArthur
food,grocery,small,0,20180706,MID EAST FOOD (STORE),1000 Belfast Rd,45.41056824,-75.63096619,NA,NA,917,East Industrial
food,grocery,small,0,20180706,Mossa Market & Meat Shop,300 McArthur Ave,45.43148804,-75.65550232,NA,NA,940,Overbrook - McArthur
food,specialty,health store,0,20180706,MOTHER EARTH NATURAL HEALTH,747 Richmond Rd,45.38264847,-75.77012634,NA,NA,931,Laurentian
food,specialty,deli meat cheese,0,20180706,Muckleston & Brockwell - Market Butchery,127 Beechwood Ave,45.44193268,-75.67225647,NA,NA,933,Lindenlea - New Edinburgh
food,grocery,small,0,20180706,MUGENA ENTERPRISES GROCERY STORE,911 Richmond Rd,45.37848282,-75.77468109,NA,NA,910,Carlingwood West - Glabar Park - McKellar Heights
food,grocery,small,0,20180706,MULLIGANS GROCERY,2321 Andrew St,45.13240814,-75.71630096,NA,NA,70,North Gower - Kars
food,grocery,small,0,20180706,NATURE BUZZ,55 Beechwood Av,45.44026184,-75.67568207,NA,NA,933,Lindenlea - New Edinburgh
food,specialty,health store,1,20180703,NATURE's CARE,115 Bank Street,45.41976929,-75.69989014,NA,NA,24,Centretown
food,specialty,health store,1,20180703,NATURE'S CARE,"78 Beechwood Ave, Vanier, ON K1L 8B2",45.4402875,-75.6749676,NA,NA,953,Vanier North
food,grocery,small,0,20180706,New Middleast Supermarket,1755 Bank St,45.37369919,-75.66442871,NA,NA,903,Billings Bridge - Alta Vista
food,grocery,small,0,20180726,Nicastro’s Italian Food Emporium,"1558 Merivale Rd, Nepean, ON K2G 3J9",45.3528521,-75.7354312,NA,NA,31,Cityview - Crestview - Meadowlands
food,specialty,farmer's market,0,20180706,North Gower Farmers Market,NA,45.12984467,-75.72241211,NA,NA,70,North Gower - Kars
food,grocery,small,0,20180706,Olly Fresco's,90 Elgin St,45.42201996,-75.69434357,NA,NA,24,Centretown
food,grocery,small,0,20180706,Olly Fresco's L'Esplanade Laurier,181 Bank St,45.41893387,-75.69757843,NA,NA,24,Centretown
food,grocery,small,0,20180706,OLYMPIA MARKET CENTRE,590 Gladstone Av,45.40900421,-75.70078278,NA,NA,24,Centretown
food,specialty,bakery,0,20180706,Ottawa Bagel shop and Deli,1321 Wellington St W,45.3988533,-75.73661804,NA,NA,55,Island Park - Wellington Village
food,specialty,farmer's market,0,20180706,Ottawa Organic Famers Market,NA,45.37634659,-75.66771698,NA,NA,903,Billings Bridge - Alta Vista
food,specialty,farmer's market,0,20180706,Parkdale Farmer Market,NA,45.40148926,-75.72971344,NA,NA,47,Hintonburg - Mechanicsville
food,specialty,bakery,0,20180706,PATISSERIE FINE DELICE ROYAL INC,1600 Forest Valley Dr,45.44888687,-75.53586578,NA,NA,913,Chapel Hill North
food,specialty,deli meat cheese,0,20180706,Pesto's Italian Delicatessen & Sandwich shop,471 Hazeldean Rd,45.29844666,-75.88973236,NA,NA,929,Katimavik - Hazeldean
food,grocery,small,0,20180706,PHUOC-LOI GROCERY,791 SOMERSET STREET WEST,45.40979004,-75.71052551,NA,NA,957,West Centretown
food,grocery,small,0,20180706,PIGGY MARKET,400 Winston Ave,45.39119339,-75.75653076,NA,NA,958,Westboro
food,specialty,bakery,0,20180706,Quelque Chose Pâtisserie,"274 Montreal Rd, Vanier, ON K1L 6C4",45.4365319,-75.6598139,NA,NA,954,Vanier South
food,specialty,bakery,0,20180713,Quelque Chose Pâtisserie,"70 George St, Ottawa, ON K1N 5V9",45.4269536,-75.6918336,NA,NA,908,Byward Market
food,grocery,small,0,20180706,RAINBOW NATURAL FOODS,1487 Richmond Rd,45.36306763,-75.7912674,NA,NA,906,Britannia Village
food,specialty,bakery,0,20180706,RIDEAU BAKE SHOP,1666 BANK STREET,45.37639618,-75.66678619,NA,NA,903,Billings Bridge - Alta Vista
food,specialty,bakery,0,20180726,Rideau Bakery,"384 Rideau St, Ottawa, ON K1N 5Y8",45.4298623,-75.6825971,NA,NA,949,Sandy Hill
food,specialty,bakery,0,20180726,Rudolph 2000,"120 - 2700 Lancaster Road, Ottawa, ON K1B 4T7",45.3974839,-75.6083441,NA,NA,917,East Industrial
food,grocery,small,0,20180706,SAIGON MEATS & VEGETALES,777 Somerset St W,45.4099884,-75.70999908,NA,NA,957,West Centretown
food,specialty,bakery,0,20180706,Sanabel Bakery,1652 Bank St,45.37665176,-75.66690063,NA,NA,903,Billings Bridge - Alta Vista
food,specialty,deli meat cheese,1,20180703,SASLOVES MEAT MARKET,1333 Wellington St W,45.3987236,-75.73719788,NA,NA,55,Island Park - Wellington Village
food,specialty,deli meat cheese,1,20180703,SASLOVES MEAT MARKET,174 Colonnade Rd,45.34236908,-75.7133255,NA,NA,51,Hunt Club South Industrial
food,specialty,deli meat cheese,1,20180703,SASLOVES MEAT MARKET,50 Byward Market Square,45.42721176,-75.69261169,NA,NA,908,Byward Market
food,grocery,small,0,20180706,SAVANNAH AFRO-CARIBBEAN,1838 Bank St,45.37039948,-75.66462708,NA,NA,903,Billings Bridge - Alta Vista
food,specialty,farmer's market,0,20180706,Savour Ottawa Fieldhouse at Parkdale,NA,45.40164185,-75.73041534,NA,NA,47,Hintonburg - Mechanicsville
food,specialty,deli meat cheese,0,20180726,Seed to Sausage General Store,"729 Gladstone Avenue, Ottawa, ON K1R 7B1",45.4077548,-75.7044625,NA,NA,957,West Centretown
food,grocery,small,0,20180706,SHIRAZ GROCERY,607 Somerset St W,45.41244888,-75.70380402,NA,NA,24,Centretown
food,grocery,small,0,20180706,Silk Road Foods Inc,1618 Merivale Rd,45.34741974,-75.73236847,NA,NA,31,Cityview - Crestview - Meadowlands
food,specialty,bakery,0,20180706,Simply Biscotti,354 Preston St,45.40181732,-75.71042633,NA,NA,957,West Centretown
food,specialty,bakery,0,20180706,Siren Bakery,2575 Blackwell St,45.40475845,-75.60889435,NA,NA,917,East Industrial
food,specialty,deli meat cheese,0,20180706,Slipacoff's Premium Meats,"1620 Laperriere Ave, Ottawa, ON K1Z 7T2",45.375673,-75.7468163,NA,NA,18,Carlington
food,grocery,small,0,20180706,SOUTH ASIAN SUPERMARKET,3059 Carling Ave,45.3544426,-75.80717468,NA,NA,901,Bayshore - Belltown
food,specialty,farmer's market,0,20180706,St. Laurent Farmers Market,NA,45.42381287,-75.63758087,NA,NA,940,Overbrook - McArthur
food,specialty,deli meat cheese,0,20180706,STITTSVILLE MEAT Market,1615 Main Street South,45.25515747,-75.91609192,NA,NA,951,Stittsville
food,grocery,small,0,20180706,Stolichni Deli European Delicatessen Ottawa Caviar Shop,2280 Carling Ave,45.36813354,-75.77437592,NA,NA,106,Whitehaven - Queensway Terrace North
food,grocery,small,0,20180726,Sultan Supermarket South,"2446 Bank Street, Ottawa, ON K1V 1A4",45.3527295,-75.6469545,NA,NA,38,Emerald Woods - Sawmill Creek
food,grocery,small,0,20180706,TAN PHAT MARKET,4055 Carling Ave,45.33866119,-75.90749359,NA,NA,907,Brookside - Briarbrook - Morgan's Grant
food,specialty,bakery,0,20180706,THE BAKERY,250 Greenbank Rd,45.32438278,-75.77938843,NA,NA,100,Trend-Arlington
food,grocery,small,0,20180706,The Original Herb & Spice SHOP,1310 Wellington St W,45.39858246,-75.73655701,NA,NA,55,Island Park - Wellington Village
food,specialty,bakery,0,20180706,THIMBLE CAKES,369 Bank St,45.41402054,-75.69498444,NA,NA,24,Centretown
food,specialty,bakery,0,20180706,Three Sisters Bake Shop,2211 Arch Street,45.38949585,-75.63040924,NA,NA,919,Elmvale - Canterbury
food,specialty,bakery,0,20180706,TOP OF THE HILL BAKERY,385 Tompkins Ave,45.47743225,-75.49837494,NA,NA,943,Queenswood Heights
food,specialty,bakery,0,20180706,TRUE LOAF,573 Gladstone Ave,45.4095192,-75.70063782,NA,NA,24,Centretown
food,specialty,bakery,0,20180706,URBAN BAKING CO.,19 Witherspoon Cres,45.32592773,-75.92275238,NA,NA,928,Kanata Lakes - Arcardia
food,grocery,small,0,20180706,WAH SHING STORE,835 Somerset St W,45.40919876,-75.7118988,NA,NA,957,West Centretown
food,specialty,deli meat cheese,0,20180706,WELLINGTON WHOLESALE SEAFOOD,1105 Wellington St W,45.40280533,-75.72594452,NA,NA,47,Hintonburg - Mechanicsville
food,specialty,bakery,0,20180706,WESTON BAKERY OUTLET PLUS,2510 Sheffield Rd,45.40759277,-75.60887146,NA,NA,917,East Industrial
food,specialty,bakery,0,20180706,Wild Oat bakery and Natural Foods,817 Bank St,45.40251923,-75.68791199,NA,NA,923,Glebe - Dows Lake
food,specialty,bakery,0,20180706,Yalla Yalla Bakery & Lebanese Foods,2010 Trim Rd,45.46855927,-75.45457458,NA,NA,942,Portobello South
food,specialty,bakery,0,20180706,Yaseen Halal Pizza & Bakery,1741 Cyrville Rd,45.41729355,-75.60477448,NA,NA,86,Pineview
