name,chain,address,phone,Y,X,note,address2,update_date,size
New Olympia Market Centre,no,"590 Gladstone Ave, Ottawa, ON K1R 5P3",NA,45.4090052,-75.70082409999999,NA,NA,NA,NA
Tia Mart,no,"3560 Strandherd Dr, Ottawa, ON",NA,45.2751422,-75.736756,NA,NA,NA,NA
Silver City Food Market Two,yes,"289 Queen Mary St, Ottawa, ON K1K 1X1",NA,45.42528009999999,-75.6530463,NA,NA,NA,NA
Maurice Grocery Store,no,"1755 Frobisher Ln, Ottawa, ON K1G 3T6",NA,45.4020236,-75.6652683,NA,NA,NA,NA
Bashayer Convience Store,no,"1785 Frobisher Ln, Ottawa, ON K1G 3T7 unit, 302",NA,45.4012676,-75.6653883,NA,NA,NA,NA
Bilal Farms Butcher Shop,yes,"2953 Carling Ave, Ottawa, ON K2B 8K6",NA,45.3565128,-75.8025693,NA,NA,NA,NA
Shafie Food Centre,no,"1990 Russell Rd, Ottawa, ON K1G 4J6",NA,45.4008336,-75.62418199999999,NA,NA,NA,NA
Uncle Ali's Super Market,no,"3059 Carling Ave b, Ottawa, ON K2B 7K4",NA,45.3545778,-75.8074306,NA,NA,NA,NA
Ottawa Meat Plus Inc,no,"2535 Blackwell St, Ottawa, ON K1B 4E4",NA,45.4059454,-75.6092273,NA,NA,NA,NA
Matar Meat Shop,no,"1077 Cyrville Rd, Gloucester, ON K1J 7S6",NA,45.4246534,-75.6349292,NA,NA,NA,NA
Coté Poultry Incorporated,no,"2770 Lancaster Rd, Ottawa, ON K1B 4H3",NA,45.395577,-75.60627699999999,NA,NA,NA,NA
Afro-Caribbean Groceries,no,"1737 St. Laurent Blvd, Ottawa, ON K1G 3S7",NA,45.40495809999999,-75.6257207,NA,NA,NA,NA
Best Beef Butchery,no,"2335 St. Laurent Blvd, Ottawa, ON K1G 5G6",NA,45.383079,-75.6206065,NA,NA,NA,NA
"India Cafe, ByWard Market",no,"30 Byward Market Square, Ottawa, ON K1N 7A2",NA,45.4277431,-75.69308769999999,NA,NA,NA,NA
"Al Basha Foods: Groceries, Meats & Take Out Foods",no,"2434 St Joseph Blvd, Ottawa, ON K1C 1H6",NA,45.4690807,-75.5278639,NA,NA,NA,NA
Al-Manara Food Centre,no,"4 Lorry Greenberg Dr, Ottawa, ON K1G 5H6",NA,45.3691281,-75.6209221,NA,NA,NA,NA
Moroccan Market Center,no,"2249 Carling Ave Suite 102, Ottawa, ON K2B 7E9",NA,45.3692691,-75.7744008,NA,NA,NA,NA
The Scottish and Irish Store,no,"1717 St. Laurent Blvd, Ottawa, ON K1G 3V4",NA,45.4060741,-75.6263867,NA,NA,NA,NA
African Food Market,no,"1392 Cyrville Rd, Ottawa, ON K1L 3M9",NA,45.4204663,-75.6218781,NA,NA,NA,NA
Barwaaqo Food Centre,no,"385 Tompkins Ave, Orléans, ON K1E 3H4",NA,45.4774353,-75.49853019999999,NA,NA,NA,NA
The Indian Supermarket,no,"1547 Merivale Rd Unit-6, Nepean, ON K2G 4V3",NA,45.3545247,-75.7335934,NA,NA,NA,NA
Zak's produce plus Inc,no,"2700 Lancaster Rd, Ottawa, ON K1B 4T7",NA,45.3971808,-75.6087017,NA,NA,NA,NA
Motar Co,no,"2595 Blackwell St, Ottawa, ON K1B 4E4",NA,45.40425330000001,-75.6087204,NA,NA,NA,NA
Aqua Fuchsia Foods,no,"1325 Humber Pl, Ottawa, ON K1B 5K9",NA,45.4026674,-75.60588550000001,NA,NA,NA,NA
Gloucester Fine Foods,no,"303-1228 Old Innes Rd, Ottawa, ON K1B 3V3",NA,45.410138,-75.61799900000001,NA,NA,NA,NA
Orleans Fresh Fruits,no,"3150 Hawthorne Rd, Ottawa, ON K1G 5H5",NA,45.385374,-75.6043151,NA,NA,NA,NA
Summersweet Foods Ottawa,no,"2309 Stevenage Dr, Ottawa, ON K1G 3W1",NA,45.37971100000001,-75.611289,NA,NA,NA,NA
farm 2 fork,no,"3150 Hawthorne Rd, Ottawa, ON K1G 5H5",NA,45.385374,-75.6043151,NA,NA,NA,NA
Around the Block Butcher Shop,no,"1117 Cobden Rd, Ottawa, ON K2C 2Z1",NA,45.3527102,-75.7779049,NA,NA,NA,NA
SAM A FRUITS,no,"1183 Hunt Club Rd #111, Ottawa, ON K1V 8S4",NA,45.3529772,-75.6505394,NA,NA,NA,NA
Albion Meat Shop,no,"3515 Albion Rd S, Gloucester, ON K1T 1P1",NA,45.3543089,-75.6428,NA,NA,NA,NA
Mr. Beef,no,"223 Mcwatty Rd, Pakenham, ON K0A 2X0",NA,45.3218881,-76.2969384,NA,NA,NA,NA
Bilal Farms Butcher Shop,yes,"1741 Cyrville Rd Unit C, Gloucester, ON K1B 3K8",NA,45.41714899999999,-75.60478320000001,NA,NA,NA,NA
Africa World Market,no,"1392 Cyrville Rd, Ottawa, ON K1L 3M9",NA,45.4204663,-75.6218781,NA,NA,NA,NA
The Hill Butcher Shop,no,"2339 Ogilvie Rd, Gloucester, ON K1J 8M6",NA,45.4516814,-75.5979131,NA,NA,NA,NA
Quality Meat and Foods,no,"1411 Triole St, Gloucester, ON K1B 4T4",NA,45.4161756,-75.6304703,NA,NA,NA,NA
Rhema's African And Caribbean Market,no,"4380 Innes Rd, Orléans, ON K4A 3W3",NA,45.45990279999999,-75.49015080000001,NA,NA,NA,NA
Afrimarketplace,no,"269 Greenbank Rd, Nepean, ON K2H 8K9",NA,45.3243768,-75.7778245,NA,NA,NA,NA
Geeland,no,"1020 St. Laurent Blvd, Ottawa, ON K1K 4S2",NA,45.4277621,-75.63989769999999,NA,NA,NA,NA
GB Caribbean Grocery,no,"609-A Center St, Ottawa, ON K1K 2N8",NA,45.4418747,-75.64274759999999,NA,NA,NA,NA
Food Africana Shop,no,"1848 Carling Ave, Ottawa, ON K2A 2P5",NA,45.3758925,-75.7565765,NA,NA,NA,NA
Spice Divine Indian Grocery Store,no,"1619 Carling Ave, Ottawa, ON K2A 1C4",NA,45.38042249999999,-75.7477074,NA,NA,NA,NA
Natural Food Pantry - Billings Bridge,no,"2277 Riverside Dr., Ottawa, ON K1H 7X6",NA,45.3856281,-75.6774777,NA,NA,NA,NA
Al Najah Meats,no,"2335 St. Laurent Blvd #106, Ottawa, ON K1G 5G6",NA,45.3834488,-75.6205782,NA,NA,NA,NA
Fresh Start Foods Inc,no,"2072 Walkley Rd, Ottawa, ON K1G 3V3",NA,45.3847588,-75.6258196,NA,NA,NA,NA
Aenos Food Services Inc,no,"2455 Kaladar Av, Ottawa, ON K1V 8B9",NA,45.3762222,-75.6706779,NA,NA,NA,NA
A&M Confectionery,no,"1499 Clementine Blvd, Ottawa, ON K1H 8E8",NA,45.38287440000001,-75.6739243,NA,NA,NA,NA
Mooney's Bay Grocerteria,no,"2660 Norberry Crescent, Ottawa, ON K1V 6N2",NA,45.3683529,-75.6832697,NA,NA,NA,NA
Fiesta Manila bakery and Filipino Store,no,"1800 Bank St, Ottawa, ON K1V 0W3",NA,45.3715892,-75.6643203,NA,NA,NA,NA
Wheat Sales,no,"2211 Thurston Dr, Ottawa, ON K1G 6C9",NA,45.3816766,-75.6193048,NA,NA,NA,NA
The Grocer's shop,no,"2190 B Thurston Dr, Ottawa, ON K1G 6E1",NA,45.3794672,-75.62019959999999,NA,NA,NA,NA
Ottawa's Organic Farmers' Market,no,"Riverside United Church, 3191 Riverside Dr., Ottawa, ON K1V 8N8",NA,45.3590554,-75.6879909,NA,NA,NA,NA
TeemJ's,no,"132F Twyford St, Ottawa, ON K1V 0V7",NA,45.3489201,-75.6706513,NA,NA,NA,NA
Al Furat meat shop&BBq,no,"4lorry Greenberg dr,ottawa, Ottawa, ON K1G 5H6",NA,45.3691281,-75.6209221,NA,NA,NA,NA
Kardish Health Food Centre - Orleans,yes,"3712 Innes Rd, Orléans, ON K1W 0C8",NA,45.4501454,-75.5174796,NA,NA,NA,NA
Kardish Health Food Centre - Blossom Park,yes,"2950 Bank St, Gloucester, ON K1T 1N8",NA,45.344538,-75.622643,NA,NA,NA,NA
Kardish Health Food Centre - Westgate,yes,"1309 Carling Ave, Ottawa, ON K1Z 7K8",NA,45.3856355,-75.7353195,NA,NA,NA,NA
Kardish Health Food Centre - Merivale,yes,"1701 Merivale Rd, Nepean, ON K2G 3K2",NA,45.3461431,-75.7288509,NA,NA,NA,NA
Kardish Health Food Centre - Barrhaven,yes,"3101 Strandherd Dr, Nepean, ON K2J 4R9",NA,45.2755704,-75.7173602,NA,NA,NA,NA
Kardish Health Food Centre - Kanata,yes,"499 Terry Fox Dr, Kanata, ON K2T 1H7",NA,45.3108116,-75.91996859999999,NA,NA,NA,NA
Kiwan Farms,no,"3485 Hawthorne Rd, Ottawa, ON K1G 3N4",NA,45.3733273,-75.5967455,NA,NA,NA,NA
Mike's Garden Harvest,no,"436 River Rd, Gloucester, ON K1V 1E7",NA,45.3017972,-75.6968555,NA,NA,NA,NA
County Line,no,"685 River Rd, Gloucester, ON K1V 2G2",NA,45.2701673,-75.6978273,NA,NA,NA,NA
Solfarmers,no,"2413 Holly Ln, Ottawa, ON K1V 7P2",NA,45.3784615,-75.63920949999999,NA,NA,NA,NA
Rene's Corner,no,"685 River Rd, Gloucester, ON K1V 2G2",NA,45.2701673,-75.6978273,NA,NA,NA,NA
Nick's General Store,no,"5352 Bank St, Gloucester, ON K1X 1H1",NA,45.2859373,-75.57436679999999,NA,NA,NA,NA
Wellington Butchery,no,"1333 Wellington St. W, Ottawa, ON K1Y 3B6",NA,45.3987556,-75.7372322,NA,NA,NA,NA
Gateway Newstand,no,"99 Metcalfe St, Ottawa, ON K1P 6L7",NA,45.4208809,-75.6952365,NA,NA,NA,NA
Greely Convenience Store,no,"1341 Meadow Dr, Greely, ON K4P 1N3",NA,45.265382,-75.562133,NA,NA,NA,NA
Kellgreen Farm,no,"2325 River Rd, Manotick, ON K4M 1B4",NA,45.1843684,-75.6277102,NA,NA,NA,NA
Saslove's,no,"50 Byward Market Square, Ottawa, ON K1N 7A2",NA,45.4273608,-75.6927851,NA,NA,NA,NA
Awami Bazaar,no,"26 Northside Rd Unit 18, Nepean, ON K2H 5Z3",NA,45.3295166,-75.8138026,NA,NA,NA,NA
Arum Korean Market (Centertown),yes,"508 Bank St, Ottawa, ON K2P 1Z4",NA,45.410256,-75.6926398,NA,NA,NA,NA
SunTech Greenhouses Ltd,no,"5541 Doyle Rd, Manotick, ON K4M 1B4",NA,45.1727472,-75.6222462,NA,NA,NA,NA
Marché Bonichoix Alain Viau,no,"1244 St Augustin Rd, Embrun, ON K0A 1W0",NA,45.274131,-75.275381,NA,NA,NA,NA
OK Mart,no,"141 Bentley Ave Unit #G, Nepean, ON K2E 6T7",NA,45.337172,-75.71130579999999,NA,NA,NA,NA
Bombay Spices Ottawa,no,"565 W Hunt Club Rd unit-3, Nepean, ON K2G 5W5",NA,45.3358623,-75.7285727,NA,NA,NA,NA
wholesale club,yes,"1435 Cyrville Rd, Gloucester, ON K1B 3L7",NA,45.4206865,-75.6177447,NA,NA,NA,NA
Foster Family Farm,no,"2345 Roger Stevens Dr, North Gower, ON K0A 2T0",NA,45.1312747,-75.7178534,NA,NA,NA,NA
Millers' Farm and Market,no,"6158 Rideau Valley Dr N, Manotick, ON K4M 1B3",NA,45.1950474,-75.6437272,NA,NA,NA,NA
Mac's,yes,"5511 Manotick Main St, Manotick, ON K4M 1A7",NA,45.2271049,-75.6861776,NA,NA,NA,NA
Ozan Turkish Market,no,"500 Eagleson Rd Unit 60, Kanata, ON K2M 1H4",NA,45.2908396,-75.8706811,NA,NA,NA,NA
The Fancy Farm Girl,no,"3282 9th Line Rd, Metcalfe, ON K0A 2P0",NA,45.215696,-75.44560539999999,NA,NA,NA,NA
Rideau Pines Farm and Market,no,"5714 Fourth Line Rd, North Gower, ON K0A 2T0",NA,45.1761956,-75.774174,NA,NA,NA,NA
Mama Cora Latin Market,no,"274 Montreal Rd, Vanier, ON K1L 6C3",NA,45.4366197,-75.6598836,NA,NA,NA,NA
Munster Farm,no,"2535 Munster Rd, Stittsville, ON K2S 1B8",NA,45.1791782,-75.95095,NA,NA,NA,NA
Christopher's Meat Market,no,"6146 Perth St, Richmond, ON K0A 2Z0",NA,45.1935776,-75.8394527,NA,NA,NA,NA
Bell Family Farm,no,"7321 Flewellyn Rd, Stittsville, ON K2S 1B6",NA,45.2074577,-75.95432199999999,NA,NA,NA,NA
Ottawa Farm Fresh Inc.,no,"2811 Ramsayville Rd, Gloucester, ON K1G 3N2",NA,45.3893024,-75.5778562,NA,NA,NA,NA
La ferme d’Orléans – Orléans Fruit Farm,no,"1399 St Joseph Blvd, Orléans, ON K1C 7K9",NA,45.4575196,-75.5675579,NA,NA,NA,NA
METRO,NA,"375 Daniel St. S, Arnprior, ON K7S 3K6",613-623-6273,45.42471,-76.36742,Metro Arnprior,"Arnprior, ON K7S 3K6",2021-05-01,large
METRO,NA,"50 Beechwood Avenue, Ottawa, ON K1L 8B3",613-744-6676,45.43953,-75.67625,Metro Beechwood,"Ottawa, ON K1L 8B3",2021-05-01,large
METRO,NA,"2636 Innes Road, Gloucester, ON K1B 4Z8",613-837-1845,45.43201,-75.56378,Metro Blackburn Shoppes,"Gloucester, ON K1B 4Z8",2021-05-01,large
METRO,NA,"237 King Street West, Brockville, ON K6V 3S2",613-345-4260,44.58642,-75.689940000000007,Metro Brockville,"Brockville, ON K6V 3S2",2021-05-01,large
METRO,NA,"21 Richer Circle, Casselman, ON K0A 1M0",613-764-3882,45.30572,-75.08333,Metro Casselman,"Casselman, ON K0A 1M0",2021-05-01,large
METRO,NA,"3201 Strandherd Drive, Nepean, ON K2J 5N1",613-823-8825,45.27445,-75.72107,Metro Chapman Mills,"Nepean, ON K2J 5N1",2021-05-01,large
METRO,NA,"6509 Jeane D'Arc Blvd., Orleans, ON K1C 2R1",613-837-1170,45.48076,-75.53611,Metro Convent Glen Mall,"Orleans, ON K1C 2R1",2021-05-01,large
METRO,NA,"4510 Innes Road, Ottawa, ON K4A 4C5",613-824-8850,45.46232,-75.48299,Metro Cumberland,"Ottawa, ON K4A 4C5",2021-05-01,large
